1A0G-1,auth_chain_id:A_B,asym_chain_id:A_B	1A0G-1,auth_chain_id:A_B,asym_chain_id:A_B
1A0G-1,auth_chain_id:A_B,asym_chain_id:A_B	1DAA-1,auth_chain_id:A_B,asym_chain_id:A_B
1A0G-1,auth_chain_id:A_B,asym_chain_id:A_B	1G2W-1,auth_chain_id:A_B,asym_chain_id:A_B
1A0G-1,auth_chain_id:A_B,asym_chain_id:A_B	2DAB-1,auth_chain_id:A_B,asym_chain_id:A_B
1A0G-1,auth_chain_id:A_B,asym_chain_id:A_B	3DAA-1,auth_chain_id:A_B,asym_chain_id:A_B
1A0G-1,auth_chain_id:A_B,asym_chain_id:A_B	3LQS-1,auth_chain_id:A_B,asym_chain_id:A_B
1A64-1,auth_chain_id:A_B,asym_chain_id:A_B	1A64-1,auth_chain_id:A_B,asym_chain_id:A_B
1A64-1,auth_chain_id:A_B,asym_chain_id:A_B	1CDC-1,auth_chain_id:A_B,asym_chain_id:A_B
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1A9Y-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1A9Z-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1LRK-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1LRL-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1NAH-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1NAI-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1XEL-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	2UDP-1,auth_chain_id:A_B,asym_chain_id:A_B
1A9Y-1,auth_chain_id:A,asym_chain_id:A	5GY7-1,auth_chain_id:A_B,asym_chain_id:A_B
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1KVR-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1UDB-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1UDC-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1KVU-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1LRJ-1,auth_chain_id:A,asym_chain_id:A
1A9Y-1,auth_chain_id:A,asym_chain_id:A	1UDA-1,auth_chain_id:A,asym_chain_id:A
1AG9-1,auth_chain_id:A_B,asym_chain_id:A_B	1AG9-1,auth_chain_id:A_B,asym_chain_id:A_B
1AJ8-1,auth_chain_id:A_B,asym_chain_id:A_B	1AJ8-1,auth_chain_id:A_B,asym_chain_id:A_B
1AMK-1,auth_chain_id:A,asym_chain_id:A	1AMK-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	1IF2-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	1N55-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	1QDS-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	7AZ3-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	2Y61-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	2Y62-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	2VXN-1,auth_chain_id:A,asym_chain_id:A
1AMK-1,auth_chain_id:A,asym_chain_id:A	2Y63-1,auth_chain_id:A,asym_chain_id:A
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1AOM-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1DY7-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1E2R-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1HJ5-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1HJ4-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1QKS-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1AOQ-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1GQ1-1,auth_chain_id:A_B,asym_chain_id:A_B
1AOF-1,auth_chain_id:A_B,asym_chain_id:A_B	1HJ3-1,auth_chain_id:A_B,asym_chain_id:A_B
